user,movie,rate,time
13,10100,10,1466509200
13,10102,10,1266169380
13,10107,10,1321236900
13,10113,10,1157631240
13,10114,10,1166610900
13,10173,10,1472271840
13,10200,10,1142995980
13,10200,10,1241264220
13,10200,10,1406580300
13,10245,8,1250903760
13,10330,3,1396716000
13,10440,10,1405859940
13,10489,10,1254685560
13,10758,10,1077768840
13,10953,1,1359522660
14,10001,10,1328960520
14,10012,9,1314599700
14,10016,10,1246371900
14,10018,9,1315714080
14,10019,8,1410918540
14,10037,8,1309793220
14,10039,9,1315635960
14,10048,9,1315636020
14,10071,9,1309065960
14,10072,9,1315062600
14,10107,7,1383973440
14,10157,7,1374360900
14,10200,10,1246371780
14,10217,9,1316396640
14,10336,9,1430547960
14,10488,8,1383640680
14,10501,9,1311085380
14,10640,10,1381491840
14,10741,10,1379303940
14,10751,8,1382408940
14,10758,9,1386199500
14,10793,8,1378087320
14,10921,10,1102220280
14,10964,8,1390914300
15,10107,6,1409106480
16,10107,10,1396340160
17,10035,8,1531515420
17,10087,8,1516049280
17,10102,10,1455431340
17,10107,6,1453787460
17,10173,7,1531380840
17,10489,8,1528000740
18,10012,10,1199378520
18,10018,10,1199886720
18,10021,10,1171936920
18,10029,10,1196520900
18,10033,10,1201011060
18,10037,10,1204990680
18,10038,10,1204248780
18,10050,10,1208871360
18,10058,10,1235922000
18,10071,10,1182053280
18,10107,8,1211926560
18,10130,10,1209206400
18,10200,10,1207700940
18,10236,10,1211038320
18,10244,10,1215166980
18,10249,10,1193209440
18,10306,10,1209139620
18,10330,10,1219068180
18,10489,10,1199864280
18,10504,10,1172939580
18,10688,10,1218807120
18,10740,10,1206832560
18,10793,9,1219703580
18,10828,10,1186322820
19,10001,10,1090170780
19,10001,10,1157405340
19,10001,10,1186196040
19,10001,10,1236039780
19,10002,10,1191065040
19,10002,10,1217002860
19,10002,10,1228449600
19,10002,10,1269233820
19,10003,10,1191374880
19,10004,10,1191065220
19,10007,10,1166551260
19,10007,10,1208620440
19,10012,10,1177344540
19,10016,3,1293191220
19,10016,9,1360030140
19,10020,10,1125977100
19,10020,10,1155362760
19,10020,10,1218431520
19,10021,10,1123663200
19,10021,10,1155185700
19,10021,10,1406569260
19,10022,10,1076325780
19,10028,10,1169543700
19,10028,10,1211645640
19,10039,10,1191047880
19,10040,10,1191064860
19,10045,10,1191065580
19,10047,10,1544599740
19,10048,1,1158669900
19,10048,8,1309282080
19,10048,9,1239710820
19,10048,10,1138766460
19,10048,10,1139508420
19,10048,10,1174746180
19,10048,10,1259724480
19,10048,10,1438802700
19,10062,10,1293362040
19,10071,1,1157234220
19,10071,10,1157405460
19,10071,10,1158078660
19,10071,10,1320753060
19,10073,9,1438624500
19,10100,10,1122776580
19,10101,10,1240936440
19,10102,10,1089299400
19,10102,10,1097846820
19,10102,10,1171516260
19,10102,10,1175425080
19,10102,10,1187262120
19,10102,10,1216430100
19,10102,10,1265447220
19,10102,10,1327497480
19,10102,10,1334387940
19,10106,10,1090170900
19,10107,10,1191073140
19,10110,10,1148066160
19,10110,10,1169268120
19,10111,10,1203852480
19,10114,1,1157450220
19,10114,5,1341558660
19,10114,10,1153311900
19,10114,10,1180815060
19,10114,10,1184490840
19,10114,10,1200253740
19,10114,10,1265026380
19,10117,10,1207454940
19,10132,10,1152373320
19,10132,10,1236923880
19,10149,10,1295058960
19,10153,1,1484563140
19,10200,1,1156525140
19,10200,10,1093029120
19,10200,10,1125971820
19,10200,10,1141204560
19,10200,10,1143121440
19,10200,10,1169543400
19,10200,10,1188471840
19,10200,10,1232584440
19,10200,10,1245247860
19,10200,10,1435808580
19,10201,8,1277600880
19,10203,10,1198436520
19,10232,10,1258647540
19,10242,8,1186811940
19,10242,10,1187163660
19,10244,8,1140345240
19,10244,10,1229747340
19,10249,10,1185950400
19,10249,10,1211200740
19,10249,10,1254493380
19,10314,9,1324199040
19,10314,10,1292595480
19,10330,10,1149165720
19,10341,10,1331116920
19,10442,10,1347246600
19,10454,10,1195384980
19,10472,10,1250262480
19,10489,5,1362240900
19,10504,4,1383241320
19,10546,10,1091589420
19,10609,10,1292228700
19,10636,10,1443351300
19,10688,10,1193223600
19,10688,10,1193223780
19,10688,10,1291370100
19,10741,10,1128839820
19,10751,10,1176008640
19,10758,10,1219544160
19,10828,10,1193211840
19,10936,10,1179399480
19,10936,10,1364484600
19,10970,9,1342374360
19,10998,10,1147441980
20,10001,10,1109593800
20,10002,6,1253433120
20,10005,7,1208623500
20,10006,7,1209265980
20,10007,7,1209864000
20,10014,8,1173165240
20,10019,8,1200914340
20,10020,8,1080356100
20,10029,6,1251618900
20,10037,7,1445098680
20,10039,7,1181038140
20,10041,6,1352623800
20,10042,7,1244913300
20,10043,6,1118047800
20,10045,7,1328623440
20,10046,9,1211893980
20,10047,7,1263053640
20,10050,8,1122800040
20,10058,7,1213797180
20,10064,8,1200479760
20,10068,7,1197454140
20,10086,7,1171088700
20,10087,6,1445010600
20,10089,7,1430495160
20,10093,8,1143300900
20,10095,6,1206611700
20,10099,7,1321654620
20,10101,8,1162307040
20,10102,9,1103970540
20,10103,8,1191576480
20,10105,9,1144136520
20,10106,8,1080798840
20,10107,7,1146387660
20,10110,6,1225981740
20,10114,8,1143905640
20,10128,9,1110174360
20,10132,5,1322846220
20,10138,8,1109988300
20,10147,7,1153903380
20,10181,6,1352811240
20,10182,6,1201856280
20,10185,7,1310872860
20,10200,7,1342318020
20,10213,9,1110175140
20,10230,7,1181356380
20,10238,6,1274632620
20,10241,6,1256458080
20,10242,6,1195556820
20,10249,9,1140956100
20,10250,6,1238672340
20,10251,6,1345865280
20,10253,7,1431932460
20,10262,7,1284827340
20,10275,6,1328374320
20,10281,7,1180509780
20,10282,7,1172403720
20,10299,7,1210254960
20,10300,8,1080798480
20,10301,8,1156057920
20,10311,6,1212305640
20,10314,8,1124533860
20,10321,8,1184919360
20,10323,7,1139337840
20,10329,7,1322205960
20,10330,7,1147759020
20,10331,9,1079145240
20,10334,8,1173421920
20,10335,7,1281198540
20,10336,8,1111648020
20,10341,9,1163692620
20,10349,7,1435939440
20,10359,6,1134913560
20,10365,8,1153327200
20,10371,8,1142222160
20,10378,8,1165299600
20,10381,7,1172892000
20,10405,7,1204869120
20,10409,7,1241890260
20,10410,7,1173432960
20,10412,6,1116752700
20,10432,8,1167816540
20,10448,8,1206089460
20,10453,7,1244029980
20,10470,9,1148008380
20,10479,7,1155957060
20,10480,7,1183190160
20,10501,9,1077504660
20,10503,7,1319907780
20,10504,7,1209394740
20,10514,7,1119671520
20,10546,7,1150936020
20,10563,8,1221123060
20,10564,8,1145015400
20,10568,9,1077503880
20,10579,7,1238670480
20,10584,6,1446826800
20,10600,7,1307725020
20,10624,7,1110081600
20,10630,7,1323537060
20,10638,8,1226583000
20,10643,7,1159633500
20,10647,7,1250963520
20,10651,6,1245570840
20,10669,7,1180680180
20,10670,6,1208947920
20,10680,10,1148825760
20,10688,7,1137771120
20,10697,7,1209650520
20,10701,9,1076817480
20,10710,7,1151657760
20,10729,8,1080357120
20,10741,7,1185349680
20,10767,6,1116752460
20,10775,6,1119033780
20,10793,7,1210762800
20,10795,6,1113019440
20,10800,8,1342887060
20,10874,7,1190477340
20,10898,6,1363575900
20,10909,7,1079399760
20,10936,6,1295163180
20,10938,8,1142505360
20,10941,7,1182209700
20,10962,9,1110798840
20,10964,7,1136258640
20,10970,10,1080358320
20,10980,6,1252772460
21,10107,10,1529191740
22,10034,2,1166278260
22,10035,7,1166278200
22,10048,8,1295579700
22,10071,10,1234919940
22,10107,10,1179035880
22,10178,10,1181547420
22,10189,7,1183872300
22,10200,1,1188227880
22,10234,10,1180615380
22,10238,10,1168159260
22,10245,10,1181547720
22,10670,10,1462303740
22,10739,5,1179219060
23,10001,10,1229531220
23,10016,9,1206954960
23,10020,9,1228421280
23,10040,8,1219936620
23,10048,10,1206465360
23,10050,10,1212858120
23,10073,8,1228654440
23,10101,8,1228654500
23,10106,8,1228420980
23,10107,10,1233377100
23,10132,8,1209513420
23,10146,8,1214735160
23,10173,8,1257414060
23,10230,9,1233932160
23,10242,7,1213888860
23,10243,9,1208018400
23,10244,9,1226168160
23,10246,8,1231809600
23,10250,8,1210259340
23,10253,8,1244171040
23,10262,9,1212372060
23,10269,8,1213995240
23,10281,9,1168583880
23,10310,8,1240272480
23,10311,9,1212314280
23,10323,9,1239744420
23,10454,7,1209513660
23,10473,8,1216436580
23,10480,9,1227158700
23,10489,8,1240376880
23,10504,9,1221098580
23,10514,10,1234456620
23,10600,9,1235067780
23,10636,8,1228684620
23,10640,8,1235694840
23,10669,9,1234938180
23,10708,8,1233593280
23,10740,9,1218703080
23,10741,9,1216436520
23,10751,7,1244973360
23,10796,8,1248406500
23,10874,9,1225454040
23,10901,7,1245819480
23,10909,7,1235887140
23,10936,9,1206603540
23,10941,8,1251289080
23,10964,9,1205691720
23,10970,8,1229045040
24,10037,10,1129781400
24,10086,10,1211382900
24,10086,10,1225547640
24,10104,10,1148660340
24,10107,10,1211865780
24,10200,10,1421049540
24,10200,10,1437813900
24,10936,10,1198506360
24,10980,10,1210721820
25,10001,7,1388834460
25,10019,10,1379500680
25,10020,10,1549327560
25,10021,7,1474007100
25,10039,8,1428576120
25,10042,10,1553241060
25,10043,9,1553295840
25,10046,10,1327930980
25,10048,7,1471645980
25,10050,10,1471087080
25,10055,8,1423397820
25,10058,10,1537166040
25,10063,7,1384437300
25,10064,8,1392029880
25,10069,9,1552635300
25,10071,10,1275174060
25,10072,9,1287194640
25,10073,7,1315816260
25,10086,8,1214737560
25,10093,10,1471568340
25,10099,10,1395149280
25,10103,10,1568114220
25,10105,8,1523534400
25,10106,9,1464499140
25,10107,9,1539431400
25,10114,9,1539995520
25,10132,10,1469132040
25,10147,7,1547003760
25,10152,10,1439248800
25,10155,8,1358082180
25,10156,8,1379835180
25,10179,10,1537163580
25,10182,10,1544929260
25,10185,9,1560737220
25,10212,7,1525431900
25,10237,8,1551943500
25,10243,9,1525506600
25,10244,9,1538960580
25,10249,7,1427804400
25,10257,7,1365745500
25,10263,8,1553073060
25,10271,7,1362567840
25,10272,8,1549763400
25,10286,10,1465597800
25,10293,10,1466767140
25,10296,10,1415369040
25,10323,9,1500081540
25,10331,9,1438906080
25,10334,10,1395721080
25,10335,9,1464702600
25,10336,9,1443933060
25,10343,7,1526092020
25,10363,8,1547875740
25,10365,8,1420874340
25,10378,9,1395798660
25,10389,8,1481330640
25,10395,10,1359805980
25,10430,9,1505131080
25,10431,8,1546508040
25,10448,10,1466029260
25,10453,8,1395885600
25,10469,8,1552461540
25,10470,10,1518231060
25,10471,10,1503917580
25,10473,7,1359090000
25,10479,9,1480374540
25,10501,7,1266671400
25,10514,8,1369288320
25,10519,9,1567298280
25,10555,10,1429164780
25,10563,10,1395989340
25,10566,8,1500936360
25,10568,7,1551746400
25,10580,8,1418766960
25,10595,8,1378429860
25,10605,7,1493382000
25,10609,10,1518743760
25,10621,9,1477780620
25,10629,9,1539224820
25,10680,8,1513150380
25,10710,9,1551775140
25,10721,9,1549524000
25,10793,9,1553238300
25,10836,7,1497869580
25,10847,8,1396535340
25,10874,6,1478819580
25,10970,8,1483361280
26,10107,10,1201525560
26,10262,10,1248942480
26,10454,10,1280246760
27,10107,10,1153794780
28,10001,10,1127646240
28,10020,10,1175189640
28,10033,8,1194197520
28,10034,7,1194197640
28,10035,8,1194197760
28,10038,10,1204263240
28,10048,10,1268139600
28,10073,10,1189700640
28,10086,10,1221978540
28,10102,10,1181876520
28,10106,10,1131425820
28,10107,9,1156010580
28,10230,9,1341552720
28,10230,10,1314266040
28,10251,5,1194197940
28,10321,10,1227484440
28,10341,10,1150117740
28,10420,9,1136981340
28,10546,10,1210473300
28,10568,10,1130693640
28,10588,10,1235225700
28,10636,10,1076001780
28,10737,10,1558198800
28,10751,5,1228460880
28,10758,10,1569753540
28,10767,10,1135668180
28,10900,9,1234919820
28,10962,9,1231189860
29,10001,10,1120401060
29,10001,10,1179586680
29,10007,10,1245562440
29,10012,10,1098965160
29,10016,10,1166950920
29,10016,10,1182682740
29,10016,10,1187721420
29,10016,10,1230124920
29,10018,9,1217858220
29,10018,10,1210484040
29,10020,8,1319904060
29,10020,10,1180885380
29,10024,10,1252488780
29,10028,10,1174152240
29,10028,10,1431645180
29,10028,10,1573277640
29,10033,10,1092199140
29,10033,10,1193573100
29,10034,10,1092199200
29,10034,10,1193573100
29,10035,10,1178497620
29,10035,10,1193572980
29,10038,10,1516878120
29,10039,4,1203611460
29,10040,10,1244910720
29,10048,5,1113925620
29,10048,9,1292416740
29,10048,9,1295794260
29,10048,10,1125820380
29,10048,10,1174152900
29,10048,10,1252164000
29,10048,10,1352001480
29,10048,10,1356450420
29,10048,10,1364829540
29,10054,7,1260084660
29,10065,10,1179227940
29,10071,10,1145088480
29,10071,10,1174151580
29,10071,10,1237478220
29,10072,10,1162042440
29,10072,10,1239474180
29,10072,10,1286765160
29,10086,9,1227891660
29,10086,9,1274294580
29,10090,10,1234201260
29,10093,9,1108025820
29,10102,10,1163897580
29,10102,10,1174151820
29,10102,10,1176820320
29,10102,10,1337954520
29,10102,10,1485672180
29,10107,6,1228874160
29,10107,8,1217860080
29,10110,7,1152186240
29,10114,9,1108117560
29,10114,10,1170094260
29,10114,10,1269294780
29,10116,10,1231661520
29,10121,9,1197276900
29,10128,10,1276046460
29,10132,10,1234923000
29,10138,10,1238511480
29,10148,9,1199555640
29,10181,10,1255792380
29,10200,10,1174153020
29,10200,10,1230139080
29,10200,10,1264944600
29,10200,10,1284614940
29,10200,10,1289307660
29,10200,10,1397127060
29,10217,10,1374282420
29,10230,7,1107990840
29,10230,10,1238511540
29,10242,10,1201456380
29,10246,10,1233564660
29,10249,10,1156676760
29,10249,10,1194189780
29,10262,9,1107244260
29,10271,5,1250439300
29,10272,10,1234381080
29,10314,10,1095480540
29,10314,10,1175954460
29,10334,10,1238511660
29,10335,8,1281201720
29,10341,9,1181570340
29,10343,10,1538120820
29,10351,10,1181959860
29,10388,9,1108023600
29,10395,10,1548971880
29,10397,10,1359302040
29,10410,9,1108114560
29,10440,10,1371128340
29,10448,10,1334220900
29,10454,8,1283457240
29,10489,10,1157377740
29,10532,10,1222171020
29,10561,10,1262532120
29,10579,9,1164726060
29,10599,10,1166089980
29,10609,10,1227795540
29,10636,8,1274636280
29,10670,1,1119338460
29,10670,10,1142172840
29,10670,10,1203606420
29,10670,10,1304434680
29,10686,6,1163710140
29,10686,10,1219157520
29,10702,3,1192025760
29,10764,6,1316498460
29,10800,8,1351868400
29,10936,10,1079178600
29,10936,10,1113831600
29,10936,10,1199096040
29,10936,10,1262183280
29,10936,10,1528029360
29,10941,8,1420013280
29,10970,8,1138984080
29,10970,10,1472633100
29,10998,10,1234381260
30,10107,10,1474150320
31,10107,10,1379643900
32,10016,10,1230545400
32,10050,10,1248183960
32,10065,10,1183615800
32,10107,9,1190887800
32,10114,10,1261900980
32,10200,8,1202754540
32,10200,10,1542489060
32,10504,10,1151075220
32,10775,9,1232328000
32,10898,10,1398034140
32,10936,10,1182467760
32,10936,10,1190463540
32,10936,10,1268664300
33,10107,10,1129629540
33,10244,10,1131092520
34,10038,10,1200796560
34,10048,10,1323849120
34,10100,3,1490860920
34,10107,10,1570350720
34,10114,10,1129897080
34,10242,10,1195661040
35,10107,7,1323174720
36,10001,9,1155366900
36,10039,9,1169799060
36,10101,8,1169798700
36,10102,8,1142092140
36,10107,7,1169798460
36,10688,9,1140274740
37,10001,10,1154419020
37,10001,10,1247760900
37,10002,5,1170270360
37,10002,10,1135873980
37,10016,10,1230126660
37,10028,10,1160781120
37,10033,7,1213035000
37,10035,10,1156688040
37,10038,9,1170245460
37,10038,10,1156688280
37,10046,10,1223559000
37,10048,10,1152189000
37,10048,10,1407929760
37,10071,9,1294545240
37,10071,10,1152188940
37,10071,10,1275264480
37,10072,8,1294832580
37,10072,10,1154419620
37,10086,6,1171186800
37,10102,10,1106764380
37,10107,10,1077373980
37,10117,8,1221931080
37,10181,10,1375987560
37,10183,10,1386791220
37,10200,10,1128075540
37,10200,10,1169922360
37,10200,10,1243116600
37,10242,10,1186632360
37,10262,10,1175701980
37,10545,10,1524279360
37,10561,7,1294832460
37,10609,9,1191301200
37,10670,8,1224770880
37,10686,7,1224924180
37,10688,10,1232855100
37,10718,7,1171291680
37,10819,10,1186152060
37,10834,9,1435507500
37,10847,9,1175928000
37,10877,10,1154419380
37,10936,10,1152189060
38,10001,9,1232019000
38,10001,10,1197045000
38,10016,6,1232159280
38,10016,10,1324651980
38,10019,6,1230679980
38,10020,10,1124542140
38,10020,10,1127647200
38,10034,4,1232160300
38,10047,6,1230928320
38,10072,6,1207409520
38,10086,9,1210656240
38,10100,4,1211829180
38,10101,6,1405926780
38,10104,5,1230069240
38,10106,9,1218906840
38,10107,5,1406133540
38,10128,8,1227901980
38,10178,5,1545996600
38,10200,10,1204189380
38,10200,10,1242162480
38,10242,8,1187035680
38,10244,9,1231335480
38,10262,7,1229798280
38,10323,8,1510553940
38,10330,1,1205686920
38,10334,5,1507787580
38,10394,1,1229452380
38,10410,6,1242996480
38,10442,8,1210529040
38,10470,8,1229536020
38,10479,5,1350027720
38,10493,5,1453117320
38,10504,1,1207241220
38,10563,6,1406693820
38,10609,7,1479190740
38,10621,6,1505804880
38,10624,6,1210625040
38,10640,5,1217951940
38,10680,8,1228056780
38,10688,9,1231335360
38,10702,2,1241386800
38,10751,10,1170856380
38,10847,8,1230068760
38,10857,1,1205689860
38,10936,9,1270402260
38,10940,8,1218648840
38,10962,9,1206296400
39,10015,10,1356797520
39,10016,10,1071500400
39,10107,10,1396701180
40,10107,10,1280682480
40,10143,10,1306056900
40,10153,10,1167758520
40,10242,10,1271914320
40,10306,10,1286212440
40,10410,6,1307259480
41,10001,10,1297963860
41,10002,10,1297710300
41,10005,10,1301063580
41,10006,10,1301063640
41,10007,10,1301063700
41,10008,10,1300118220
41,10009,9,1300202100
41,10011,7,1300202280
41,10012,9,1300549080
41,10016,10,1297617960
41,10020,10,1299257520
41,10021,10,1295374740
41,10022,9,1304265720
41,10023,9,1304265780
41,10024,8,1304265840
41,10025,7,1304361060
41,10026,8,1303041780
41,10027,8,1303041840
41,10028,10,1298138220
41,10029,9,1311521640
41,10033,10,1303315800
41,10034,10,1303315920
41,10035,10,1303315980
41,10038,10,1297877700
41,10039,10,1294939260
41,10042,10,1296059280
41,10044,10,1271013000
41,10046,10,1298311920
41,10047,10,1295457600
41,10048,10,1287129720
41,10050,9,1305881100
41,10055,8,1304877900
41,10056,9,1304877960
41,10057,7,1304878020
41,10058,10,1295978640
41,10064,10,1296153840
41,10071,10,1295541540
41,10072,10,1295457540
41,10086,9,1314115320
41,10093,8,1311868020
41,10101,9,1297314060
41,10102,10,1273254300
41,10107,10,1286042400
41,10110,9,1304700960
41,10111,8,1304701020
41,10112,6,1304701080
41,10113,8,1304845560
41,10114,10,1295113260
41,10121,10,1291372740
41,10128,10,1295284800
41,10132,7,1314204180
41,10142,9,1300903860
41,10143,9,1295113380
41,10154,10,1271170740
41,10155,7,1302884100
41,10156,8,1302884100
41,10157,7,1302801180
41,10158,6,1302801120
41,10159,6,1302801060
41,10161,7,1302716940
41,10162,7,1302716820
41,10163,8,1302716640
41,10164,7,1302632160
41,10165,9,1302632100
41,10166,7,1302631920
41,10167,9,1302446520
41,10168,7,1302459120
41,10169,7,1302446460
41,10170,9,1302283980
41,10171,8,1302283920
41,10172,7,1302283860
41,10173,10,1287257160
41,10200,10,1297618200
41,10217,8,1306862100
41,10218,6,1306954560
41,10219,8,1308375600
41,10238,10,1294939140
41,10242,8,1314594420
41,10244,10,1140435780
41,10245,8,1300688940
41,10249,10,1297788180
41,10253,9,1299777360
41,10262,8,1313080860
41,10272,9,1295631840
41,10278,10,1300301400
41,10300,10,1295203380
41,10310,7,1302542460
41,10314,10,1294939200
